ALMCOD,MEDCOD,STKSALDO,STKPRECIO,STKFECHULT,FLG_SOCKET
06162F0101,16774,18,5.25,2021-12-31 10:31:42,
06162F0101,16776,39,2.8,2021-12-31 10:31:42,
06162F0101,11464,11,4.62,2021-12-31 10:31:42,
06162F0101,23127,7173,0.242943,2022-12-16 00:00:00,
06162F0101,29849,1340,3.19,2022-11-25 00:00:00,
06162F0101,04585,20,0.078,2022-11-18 00:00:00,
06162F0101,26750,595,7.01,2022-06-16 00:00:00,
06162F0101,04677,4185,0.151897,2022-12-21 00:00:00,
06162F0101,04696,1430,0.07,2022-12-21 00:00:00,
06162F0101,04794,6,3.325,2022-10-24 00:00:00,
06162F0101,04805,376,0.07,2021-12-31 10:31:42,
06162F0101,18511,0,5.88,2021-12-31 10:31:42,
06162F0101,04982,7030,0.228218,2022-12-29 00:00:00,
06162F0101,05021,99,0.793333,2022-02-11 00:00:00,
06162F0101,05018,20,0.73,2022-12-26 00:00:00,
06162F0101,05103,560,0.58,2022-12-21 00:00:00,
06162F0101,35040,2545,0.059935,2022-12-21 00:00:00,
06162F0101,05166,944,0.754032,2022-11-28 00:00:00,
06162F0101,05253,23,0.371304,2022-10-24 00:00:00,
06162F0101,18512,0,0.57,2022-06-30 00:00:00,
06162F0101,32864,0,80.0,2021-12-31 10:31:42,
06162F0101,47270,0,4.75,2021-12-31 10:31:42,
06162F0101,05285,0,2.1,2021-12-31 10:31:42,
06162F0101,05309,47,1.298631,2022-12-21 00:00:00,
06162F0101,05335,25031,0.04601,2022-12-29 00:00:00,
06162F0101,05384,7,11.099707,2022-12-21 00:00:00,
06162F0101,05551,18,0.235804,2022-12-21 00:00:00,
06162F0101,05588,897,0.104,2022-12-21 00:00:00,
06162F0101,05589,0,0.046577,2022-05-24 00:00:00,
06162F0101,05590,153,0.169691,2022-12-21 00:00:00,
06162F0101,08054,20,0.15001,2021-12-31 10:31:42,
06162F0101,45221,847,35.312353,2022-03-31 00:00:00,
06162F0101,28250,0,65.817,2022-10-19 00:00:00,
06162F0101,22211,0,48.68,2021-12-31 10:31:42,
06162F0101,17705,30,1.569,2021-12-31 10:31:42,
06162F0101,05658,1024,0.142101,2022-12-21 00:00:00,
06162F0101,05661,950,0.190569,2022-12-21 00:00:00,
06162F0101,47028,500,1.97,2022-12-16 00:00:00,
06162F0101,05731,234,3.794286,2022-12-21 00:00:00,
06162F0101,20036,324,1.043798,2022-12-21 00:00:00,
06162F0101,02922,6,2.315215,2022-10-24 00:00:00,
06162F0101,05889,3,0.337742,2022-07-19 00:00:00,
06162F0101,05873,196,2.111444,2022-12-21 00:00:00,
06162F0101,05598,29,3.051934,2022-12-21 00:00:00,
06162F0101,11849,2,1.37,2021-12-31 10:31:42,
06162F0101,11850,0,1.1,2021-12-31 10:31:42,
06162F0101,11861,0,1.18,2021-12-31 10:31:42,
06162F0101,17074,16,2.0,2021-12-31 10:31:42,
06162F0101,17075,4,1.903333,2022-09-23 00:00:00,
06162F0101,17071,3,1.8,2022-05-24 00:00:00,
06162F0101,17029,3,2.07,2022-10-24 00:00:00,
06162F0101,17030,0,2.3,2021-12-31 10:31:42,
06162F0101,17083,5,0.8484,2022-09-23 00:00:00,
06162F0101,08172,4,84.96,2021-12-31 10:31:42,
06162F0101,05964,16,3.872951,2022-06-29 00:00:00,
06162F0101,05986,13,0.909177,2022-12-21 00:00:00,
06162F0101,06002,101,0.071345,2022-12-21 00:00:00,
06162F0101,03515,2477,0.128652,2022-12-21 00:00:00,
06162F0101,12403,0,2.504,2022-11-28 00:00:00,
06162F0101,12417,0,3.31875,2022-04-29 00:00:00,
06162F0101,18694,0,2.976,2022-11-25 00:00:00,
06162F0101,12427,49,2.659596,2022-11-28 00:00:00,
06162F0101,18698,15,2.43059,2022-11-28 00:00:00,
06162F0101,12491,0,2.109512,2022-02-25 00:00:00,
06162F0101,06111,8,13.0,2022-11-30 00:00:00,
06162F0101,06291,1,5.58,2022-05-24 00:00:00,
06162F0101,22775,1,5.13,2021-12-31 10:31:42,
06162F0101,22365,1,5.13,2021-12-31 10:31:42,
06162F0101,22252,1,5.13,2021-12-31 10:31:42,
06162F0101,12703,0,3.2,2022-11-30 00:00:00,
06162F0101,13006,0,47.957375,2021-12-31 10:31:42,
06162F0101,06432,45,4.544039,2022-08-19 00:00:00,
06162F0101,12795,48,4.616944,2022-11-23 00:00:00,
06162F0101,06519,4,2.106638,2022-09-23 00:00:00,
06162F0102,25146,0,0.07,2021-12-31 10:32:30.999000,
06162F0101,25008,2500,0.2491,2022-12-16 00:00:00,
06162F0101,00091,393,0.024054,2022-09-23 00:00:00,
06162F0101,04024,50,0.676628,2022-12-21 00:00:00,
06162F0101,25146,0,0.063,2022-01-20 00:00:00,
06162F0102,45221,0,36.62,2022-01-20 00:00:00,
06162F0101,04743,126,0.229229,2022-06-29 00:00:00,
06162F0101,18048,13,2.278286,2022-10-24 00:00:00,
06162F0101,05872,217,0.509015,2022-12-21 00:00:00,
06162F0101,06517,16,14.765625,2022-12-21 00:00:00,
06162F0101,00671,970,0.038253,2022-12-21 00:00:00,
06162F0101,01467,4,0.88641,2022-04-20 00:00:00,
06162F0101,03787,292,0.432303,2022-12-21 00:00:00,
06162F0101,03191,190,0.474106,2022-12-21 00:00:00,
06162F0101,04922,0,12.73,2022-06-29 00:00:00,
06162F0101,05586,8,5.253545,2022-05-24 00:00:00,
06162F0101,05634,50,0.1,2022-02-11 00:00:00,
06162F0101,16597,87,0.224972,2022-11-28 00:00:00,
06162F0101,19723,7,3.248,2022-10-24 00:00:00,
06162F0101,25122,55,2.623864,2022-12-21 00:00:00,
06162F0101,29405,224,1.6,2022-12-21 00:00:00,
06162F0101,34952,136,0.783286,2022-12-21 00:00:00,
06162F0101,06485,0,0.21375,2022-02-11 00:00:00,
06162F0101,12798,29,7.4,2022-11-28 00:00:00,
06162F0101,12805,103,1.025316,2022-11-28 00:00:00,
06162F0101,12806,80,1.385574,2022-12-21 00:00:00,
06162F0101,12808,0,1.87,2022-08-22 00:00:00,
06162F0101,18886,10,2.8125,2022-06-29 00:00:00,
06162F0101,25036,0,14.499,2022-02-11 00:00:00,
06162F0102,05335,0,0.02025,2022-02-11 00:00:00,
06162F0101,35515,1000,0.675,2022-07-19 00:00:00,
06162F0101,38955,0,5.358434,2022-07-22 00:00:00,
06162F0101,06239,439,0.28125,2022-09-23 00:00:00,
06162F0101,00808,4641,0.1299,2022-10-31 00:00:00,
06162F0101,10384,0,1.28,2022-02-25 00:00:00,
06162F0101,37326,0,0.225,2022-02-25 00:00:00,
06162F0101,41485,800,0.838125,2022-05-26 00:00:00,
06162F0101,31100,49,6.93,2022-03-25 00:00:00,
06162F0101,01628,7,4.5,2022-11-28 00:00:00,
06162F0101,04752,215,0.068036,2022-11-30 00:00:00,
06162F0101,10554,2,0.27,2022-03-23 00:00:00,
06162F0101,00830,2,0.938578,2022-05-24 00:00:00,
06162F0101,01636,329,0.265,2022-12-26 00:00:00,
06162F0101,05281,29,0.8,2022-12-21 00:00:00,
06162F0101,04514,0,0.029999,2022-09-23 00:00:00,
,,0,0.0,2022-03-31 18:25:34,
06162F0101,03139,5,0.525146,2022-06-29 00:00:00,
06162F0101,30588,229,0.529089,2022-11-18 00:00:00,
06162F0101,04701,10,0.218995,2022-04-29 00:00:00,
06162F0101,05167,0,0.34,2022-11-18 00:00:00,
06162F0101,12024,0,2.8125,2022-10-24 00:00:00,
06162F0101,00903,525,0.049387,2022-09-23 00:00:00,
06162F0101,43815,154,15.628184,2022-10-17 00:00:00,
06162F0101,34265,1,280.0,2022-11-18 00:00:00,
06162F0101,24090,121,64.690084,2022-11-30 00:00:00,
06162F0101,19491,0,19.6875,2022-06-22 00:00:00,
06162F0101,44250,0,5.06,2022-06-15 00:00:00,
06162F0101,04582,6,3.20625,2022-06-29 00:00:00,
06162F0101,12030,5,2.8125,2022-09-23 00:00:00,
06162F0101,43866,295,21.628579,2022-12-16 00:00:00,
06162F0101,18726,0,0.18,2022-09-12 00:00:00,
06162F0101,18931,3737,0.49377,2022-11-18 00:00:00,
06162F0101,04365,0,0.253743,2022-07-22 00:00:00,
06162F0101,05884,0,3.375,2022-07-27 00:00:00,
06162F0101,04847,6,1.458,2022-07-27 00:00:00,
06162F0101,01639,21,2.421429,2022-09-23 00:00:00,
06162F0101,00269,32,0.239063,2022-08-22 00:00:00,
06162F0101,32905,0,38.25,2022-08-22 00:00:00,
06162F0101,42003,2,47.8125,2022-12-21 00:00:00,
06162F0101,01705,13,18.061538,2022-12-21 00:00:00,
06162F0101,45939,0,5.625,2022-09-12 00:00:00,
06162F0101,37403,100,17.94375,2022-09-12 00:00:00,
06162F0101,33271,25,2.78,2022-09-14 00:00:00,
06162F0101,02641,0,0.279,2022-09-26 00:00:00,
06162F0101,39992,30,1.46,2022-10-17 00:00:00,
06162F0101,11063,250,0.33866,2022-12-21 00:00:00,
06162F0101,22308,1,226.125,2022-10-17 00:00:00,
06162F0101,29692,40,31.5,2022-10-17 00:00:00,
06162F0101,10001,4,28.6875,2022-12-21 00:00:00,
06162F0101,10318,1,20.25,2022-10-17 00:00:00,
06162F0101,10749,1,49.5,2022-10-17 00:00:00,
06162F0101,10750,1,47.25,2022-10-17 00:00:00,
06162F0101,11263,1,7.3125,2022-10-17 00:00:00,
06162F0101,11446,2,16.46875,2022-12-21 00:00:00,
06162F0101,12756,1,16.875,2022-10-17 00:00:00,
06162F0101,22901,1,34.875,2022-10-17 00:00:00,
06162F0101,32560,1,19.6875,2022-10-17 00:00:00,
06162F0101,26412,53,2.475,2022-10-24 00:00:00,
06162F0101,31353,12,8.276667,2022-11-18 00:00:00,
06162F0101,15047,97,0.38,2022-10-24 00:00:00,
06162F0101,24072,93,0.394,2022-10-31 00:00:00,
06162F0101,10221,114,10.125,2022-10-31 00:00:00,
06162F0101,27731,1,88.0,2022-11-18 00:00:00,
06162F0101,20455,3,24.8,2022-11-25 00:00:00,
06162F0101,22736,0,1.39,2022-11-25 00:00:00,
06162F0101,28746,0,3.65,2022-11-25 00:00:00,
06162F0101,31904,1,152.0,2022-11-25 00:00:00,
06162F0101,26751,2,150.0,2022-11-25 00:00:00,
06162F0101,11006,6,13.0,2022-11-25 00:00:00,
06162F0101,41842,30,0.7963,2022-11-25 00:00:00,
06162F0101,39096,70,1.28,2022-11-28 00:00:00,
06162F0101,11498,1,3.3,2022-11-30 00:00:00,
06162F0101,12520,600,0.69,2022-12-21 00:00:00,
06162F0101,24334,6,3.45,2022-12-21 00:00:00,
06162F0101,41488,1000,1.0,2022-12-21 00:00:00,
06162F0101,31074,4,8.23,2022-12-21 00:00:00,
06162F0101,31841,500,34.8,2022-12-21 00:00:00,
06162F0101,35342,1,42.0,2022-12-21 00:00:00,
06162F0101,24760,2590,0.21,2022-12-21 00:00:00,
06162F0101,10545,6,7.8,2022-12-23 00:00:00,
06162F0101,11048,4,20.0,2022-12-23 00:00:00,
06162F0101,32439,3,6.0,2022-12-23 00:00:00,
06162F0101,44800,3,34.93,2022-12-26 00:00:00,
06162F0101,36873,5,78.7,2022-12-26 00:00:00,
06162F0101,20479,22,15.3,2022-12-28 00:00:00,
06162F0101,32537,5,73.39,2022-12-28 00:00:00,
06162F0101,23141,4,31.0,2022-12-28 00:00:00,
06162F0101,10001,5,52.0,2023-08-23 16:39:13,1
06162F0101,00143,735,0.119,2023-12-30 09:35:21,1
06162F0101,00091,0,0.0275,2023-10-26 18:28:11.999000,1
06162F0101,00356,239,0.85,2023-12-17 07:15:15,1
06162F0101,03513,400,0.173,2023-12-27 09:09:48.999000,1
06162F0101,36412,23,5.4,2023-12-29 09:17:25.999000,1
06162F0101,36413,12,5.4,2023-11-03 14:29:28.999000,1
06162F0101,08008,70,0.173668,2023-12-26 10:24:18.999000,1
06162F0101,24072,37,0.435,2023-12-30 09:07:24,1
06162F0101,15047,50,0.34,2023-12-29 09:24:07.999000,1
06162F0101,10148,604,0.059,2023-12-27 16:47:45,1
06162F0101,10151,591,0.059,2023-12-31 15:03:49.999000,1
06162F0101,10155,1948,0.059,2023-12-31 23:10:19.999000,1
06162F0101,10158,141,0.059,2023-12-31 16:40:16.999000,1
06162F0101,00259,24,1.9,2023-12-01 19:25:57.999000,1
06162F0101,00269,54,0.091,2023-12-16 18:25:29.999000,1
06162F0101,10221,142,9.0,2023-12-30 08:59:45.999000,1
06162F0101,22901,4,25.0,2023-10-27 10:53:14,1
06162F0101,10246,24,1.184,2023-10-27 10:49:42.999000,1
06162F0101,10249,26,13.0,2023-11-13 11:09:33,1
06162F0101,00393,1158,0.033,2023-12-30 14:32:25.999000,1
06162F0101,00627,0,1.4,2023-12-03 18:11:09.999000,1
06162F0101,00671,375,0.079,2023-11-14 15:51:15,1
06162F0101,00673,340,0.035,2023-11-30 16:34:54,1
06162F0101,00725,39,6.2,2023-12-30 19:17:30.999000,1
06162F0101,00794,0,1.44,2023-09-21 13:49:24.999000,1
06162F0101,00808,2844,0.129,2023-12-31 09:42:24,1
06162F0101,00830,2,1.416,2023-07-27 11:53:35.999000,1
06162F0101,37403,0,15.95,2023-11-10 09:14:51.999000,1
06162F0101,00900,340,0.056,2023-10-31 13:41:20,1
06162F0101,00903,1810,0.084,2023-12-22 12:43:16.999000,1
06162F0101,00904,1550,0.198333,2023-12-26 17:34:02,1
06162F0101,00910,191,1.5,2023-11-27 16:48:46,1
06162F0101,00947,436,0.6,2023-12-31 08:18:27,1
06162F0101,10750,4,58.0,2023-12-22 12:45:08.999000,1
06162F0101,31074,4,8.23,2022-12-31 18:08:58,1
06162F0101,01009,18,15.69,2023-12-19 19:06:17.999000,1
06162F0101,01043,131,1.638,2023-12-31 08:34:54.999000,1
06162F0101,18048,1,3.2,2023-07-17 17:38:23.999000,1
06162F0101,01053,47,6.5,2023-12-22 12:43:16.999000,1
06162F0101,01205,127,1.6,2023-12-29 17:19:37.999000,1
06162F0101,10355,19,0.38,2023-04-19 06:08:16.999000,1
06162F0101,35515,0,0.6,2023-10-20 11:43:20.999000,1
06162F0101,18931,0,0.455,2023-10-23 19:40:52,1
06162F0101,15288,1,0.216,2022-12-31 18:08:58,1
06162F0101,15287,1,0.216,2022-12-31 18:08:58,1
06162F0101,24334,6,3.45,2023-05-31 12:33:52.999000,1
06162F0101,29817,77,6.3,2023-12-16 10:52:07.999000,1
06162F0101,01467,0,0.738675,2023-09-29 19:50:41.999000,1
06162F0101,01503,530,0.475,2023-12-17 07:15:15,1
06162F0101,37467,80,6.08,2022-12-31 18:08:58,1
06162F0101,10419,2,1.1,2023-05-15 07:27:16,1
06162F0101,01522,3212,0.044,2023-12-31 19:17:25.999000,1
06162F0101,43815,66,14.0,2023-12-20 15:50:34.999000,1
06162F0101,19421,212,0.97,2023-12-21 20:49:21,1
06162F0101,22256,438,1.05,2023-12-31 12:07:44,1
06162F0101,10477,824,1.12,2023-12-31 13:42:51,1
06162F0101,10482,446,1.05,2023-12-31 12:07:44,1
06162F0101,01628,4,4.1,2023-12-20 19:19:59.999000,1
06162F0101,01636,650,0.23,2023-12-27 16:04:39,1
06162F0101,01639,0,3.2,2023-12-14 22:28:00,1
06162F0101,18156,26,2.666,2023-12-30 08:58:29,1
06162F0101,18158,1496,1.609206,2023-12-31 08:15:14,1
06162F0101,01705,12,20.0,2023-11-10 11:23:54.999000,1
06162F0101,01711,4179,0.9,2023-12-30 15:39:14.999000,1
06162F0101,44800,5,34.93,2023-12-31 12:40:08,1
06162F0101,27731,1,88.0,2022-12-31 18:08:58,1
06162F0101,10545,3,10.6,2023-12-31 12:40:08,1
06162F0101,01846,11210,0.149,2023-12-31 12:53:24.999000,1
06162F0101,10554,2,0.24,2022-12-31 18:08:58,1
06162F0101,01930,815,0.682843,2023-12-22 12:43:16.999000,1
06162F0101,01964,3028,0.377,2023-12-31 18:28:17,1
06162F0101,01973,27,2.6,2023-12-16 20:34:30,1
06162F0101,02128,1596,0.4,2023-12-31 19:05:24.999000,1
06162F0101,02132,3,4.15,2023-12-30 19:07:03.999000,1
06162F0101,02149,18180,0.03,2023-12-31 09:42:24,1
06162F0101,42003,2,45.0,2022-12-31 18:08:58,1
06162F0101,43121,0,40.0,2023-09-29 11:22:42.999000,1
06162F0101,02319,238,1.65,2023-12-30 08:31:50.999000,1
06162F0101,02354,81,0.383595,2023-12-11 15:11:13,1
06162F0101,10318,1,18.0,2022-12-31 18:08:58,1
06162F0101,28800,3,9.38,2023-12-30 02:01:38.999000,1
06162F0101,19677,0,5.4,2023-12-19 11:49:52.999000,1
06162F0101,36691,0,4.5,2023-05-12 15:25:15.999000,1
06162F0101,31353,9,7.64,2023-12-31 10:55:03,1
06162F0101,34265,1,312.0,2023-09-27 09:04:56,1
06162F0101,02657,244,0.062435,2023-12-31 03:32:01,1
06162F0101,02654,312,0.059,2023-12-25 02:13:13,1
06162F0101,02642,3234,0.25,2023-12-31 18:28:17,1
06162F0101,03787,479,1.2,2023-12-30 14:05:11,1
06162F0101,03789,0,2.377,2023-09-17 13:06:21,1
06162F0101,02754,66,0.08,2023-12-31 19:05:24.999000,1
06162F0101,02752,95,1.025,2023-12-31 18:55:50,1
06162F0101,02788,2092,0.1267,2023-12-31 09:42:24,1
06162F0101,02830,30,3.6,2023-12-27 16:16:25.999000,1
06162F0101,02836,9492,0.25,2023-12-31 12:46:21,1
06162F0101,02884,2217,0.65,2023-12-31 23:10:19.999000,1
06162F0101,02891,4915,0.050051,2023-12-31 13:42:51,1
06162F0101,02954,0,0.3089,2023-09-26 11:14:50,1
06162F0101,41842,30,0.90753,2022-12-31 18:08:58,1
06162F0101,03018,563,0.19,2023-12-20 11:58:53,1
06162F0101,03078,260,0.048,2023-12-31 23:38:37.999000,1
06162F0101,03080,1430,0.078,2023-12-30 09:05:09,1
06162F0101,22405,32,0.26,2023-12-31 09:31:36,1
06162F0101,03097,29,2.36,2023-12-30 01:10:05.999000,1
06162F0101,10929,1358,0.72,2023-12-31 19:05:24.999000,1
06162F0101,28395,22,2.14,2023-11-30 11:18:04,1
06162F0101,03139,2,8.5,2023-05-26 14:15:12,1
06162F0101,03182,35,5.4,2023-08-17 17:14:00.999000,1
06162F0101,03191,0,0.58,2023-11-20 18:56:22.999000,1
06162F0101,03215,1282,0.165643,2023-12-30 19:00:42.999000,1
06162F0101,03213,416,1.45,2023-12-31 17:53:59.999000,1
06162F0101,35342,0,42.0,2023-06-27 13:15:42.999000,1
06162F0101,22713,10,4.5,2023-12-31 10:55:03,1
06162F0101,25122,114,1.48,2023-12-20 09:26:58.999000,1
06162F0101,11006,4,13.0,2023-12-31 12:40:08,1
06162F0101,03519,0,1.579,2023-07-12 13:17:17.999000,1
06162F0101,03576,7,0.714,2023-11-13 19:24:48,1
06162F0101,03595,528,0.324,2023-12-21 14:41:40,1
06162F0101,20479,17,15.3,2023-12-31 12:49:26,1
06162F0101,11048,3,20.0,2023-12-31 12:49:26,1
06162F0101,30588,390,0.44,2023-12-30 11:50:51,1
06162F0101,11063,205,0.3304,2023-12-19 18:09:38,1
06162F0101,03708,1160,0.05,2023-12-20 08:36:06,1
06162F0101,03703,19,2.56,2023-09-27 09:02:27,1
06162F0101,03710,30,0.31,2023-12-31 09:42:24,1
06162F0101,03713,229,0.075,2023-12-22 14:29:42,1
06162F0101,39096,27,1.28,2023-12-29 09:12:59.999000,1
06162F0101,34952,0,0.73,2023-03-14 15:03:42.999000,1
06162F0101,29405,11,1.6,2023-12-27 18:33:02.999000,1
06162F0101,26412,0,2.2,2023-03-20 10:49:48.999000,1
06162F0101,19918,103,0.34,2023-12-31 12:46:21,1
06162F0101,23370,30,72.0,2023-09-27 09:10:38.999000,1
06162F0101,30498,3,7.41,2023-08-25 11:34:21,1
06162F0101,19166,2,38.0,2023-03-11 08:16:21.999000,1
06162F0101,03758,440,0.035,2023-12-27 23:28:06.999000,1
06162F0101,11192,0,0.4,2023-07-21 13:29:18.999000,1
06162F0101,41485,800,0.09,2023-12-29 09:42:40.999000,1
06162F0101,41488,1200,0.1035,2023-12-31 10:55:03,1
06162F0101,25009,0,0.21,2023-09-13 19:25:39,1
06162F0101,23112,0,0.28,2023-11-13 11:23:10.999000,1
06162F0101,25008,0,0.235,2023-12-29 10:06:21,1
06162F0101,16569,97,1.17,2023-12-30 11:10:09,1
06162F0101,16570,254,0.74183,2023-12-31 23:08:22.999000,1
06162F0101,16571,1029,1.060854,2023-12-31 16:40:16.999000,1
06162F0101,16572,48,0.88,2023-12-12 19:50:39.999000,1
06162F0101,03894,0,9.0,2023-05-31 15:52:25,1
06162F0101,03921,45,0.09,2023-12-26 17:34:02,1
06162F0101,03944,10,3.0,2023-12-30 13:43:35.999000,1
06162F0101,26362,110,2.4,2023-12-31 11:55:00,1
06162F0101,11263,2,12.0,2023-06-23 09:02:58,1
06162F0101,16597,250,0.21,2023-12-22 12:44:17.999000,1
06162F0101,16599,164,0.21,2023-12-30 23:36:11.999000,1
06162F0101,04024,16,4.0,2023-12-27 16:16:25.999000,1
06162F0101,04034,19050,0.089,2023-12-31 19:14:08,1
06162F0101,36271,2764,0.964071,2023-12-31 12:17:25,1
06162F0101,16656,24,0.16,2023-12-30 22:20:28,1
06162F0101,11368,2798,0.24,2023-12-31 23:05:21.999000,1
06162F0101,11369,2463,0.41,2023-12-31 23:10:19.999000,1
06162F0101,16657,282,0.14,2023-12-31 17:44:55.999000,1
06162F0101,17563,0,0.16036,2022-12-31 18:08:58,1
06162F0101,11370,5443,0.2,2023-12-31 21:36:38.999000,1
06162F0101,33271,42,2.19,2023-12-31 10:58:40,1
06162F0101,04291,31,9.41594,2023-12-30 09:05:09,1
06162F0101,41694,700,0.3,2023-12-31 18:22:34,1
06162F0101,38680,2,2.85,2023-09-13 11:16:02.999000,1
06162F0101,23438,10,1.5,2023-12-29 09:24:07.999000,1
06162F0101,04415,6,2.8125,2023-12-10 07:23:18,1
06162F0101,04390,457,1.552148,2023-12-31 12:46:21,1
06162F0101,20361,26,1.33,2023-12-29 09:20:08,1
06162F0101,04511,45,6.0,2023-12-07 15:52:16,1
06162F0101,04523,1472,0.049141,2023-12-30 09:06:49.999000,1
06162F0101,11446,3,16.0,2023-07-12 17:04:22,1
06162F0101,04556,15,1.8,2023-10-26 18:16:46,1
06162F0101,29692,0,28.0,2023-04-12 13:30:16.999000,1
06162F0101,35343,363,2.748659,2023-11-29 15:45:36,1
06162F0101,19492,0,3.7,2023-09-13 17:10:09,1
06162F0101,31907,7,3.55,2023-11-25 23:14:25.999000,1
06162F0101,16767,0,4.856,2023-11-14 10:48:18.999000,1
06162F0101,16774,85,4.2,2023-12-22 12:44:17.999000,1
06162F0101,16776,3,2.4,2023-11-27 16:51:30.999000,1
06162F0101,11464,10,3.3,2023-09-12 16:09:55,1
06162F0101,23127,2886,0.12,2023-12-29 10:06:21,1
06162F0101,29849,140,3.19,2023-10-27 10:45:18,1
06162F0101,04585,100,0.068,2023-12-30 09:05:09,1
06162F0101,04582,8,2.2,2023-07-31 19:15:37,1
06162F0101,26750,0,5.57,2023-12-31 18:22:34,1
06162F0101,04677,9325,0.1944,2023-12-31 23:10:19.999000,1
06162F0101,04696,2290,0.065,2023-12-31 23:39:38.999000,1
06162F0101,04701,10,0.182496,2022-12-31 18:08:58,1
06162F0101,04752,214,0.075,2023-12-19 10:25:05.999000,1
06162F0101,04743,62,0.20839,2023-12-06 23:17:28.999000,1
06162F0101,04794,15,7.036,2023-12-31 09:42:24,1
06162F0101,04805,634,0.118,2023-12-27 12:45:30.999000,1
06162F0101,04847,6,1.296,2022-12-31 18:08:58,1
06162F0101,04982,19302,0.265,2023-12-31 18:41:15,1
06162F0101,05021,250,0.3,2023-12-30 09:05:09,1
06162F0101,05018,58,0.205278,2023-09-27 09:03:41,1
06162F0101,05103,1493,1.215,2023-12-30 09:05:09,1
06162F0101,35040,6871,0.052,2023-12-30 11:35:16.999000,1
06162F0101,05166,3120,0.776,2023-12-31 23:03:08.999000,1
06162F0101,24760,6167,0.153419,2023-12-30 19:20:21,1
06162F0101,11498,0,3.3,2023-06-14 10:50:47.999000,1
06162F0101,05253,20,0.57079,2023-07-27 11:53:35.999000,1
06162F0101,22308,2,201.0,2023-09-27 09:04:56,1
06162F0101,43866,4,7.27942,2023-12-29 16:05:28,1
06162F0101,05281,16,3.5,2023-12-22 12:16:42.999000,1
06162F0101,05309,147,3.2,2023-12-31 23:05:21.999000,1
06162F0101,05335,52565,0.039,2023-12-31 09:42:24,1
06162F0101,05384,14,7.523001,2023-11-14 17:04:49,1
06162F0101,32439,0,6.0,2023-08-28 12:59:08.999000,1
06162F0101,05551,6,0.22688,2023-12-27 15:24:28.999000,1
06162F0101,05588,995,0.1,2023-12-28 17:38:15.999000,1
06162F0101,05586,23,7.7,2023-12-22 12:49:47,1
06162F0101,05590,53,0.2,2023-12-31 17:56:08,1
06162F0101,08054,20,0.1854,2023-08-14 19:13:23,1
06162F0101,05634,340,0.0944,2023-10-30 13:08:08.999000,1
06162F0101,45221,0,6.55,2023-11-29 19:06:46.999000,1
06162F0101,31904,1,152.0,2022-12-31 18:08:58,1
06162F0101,26751,1,165.0,2023-12-31 11:05:38.999000,1
06162F0101,39992,30,1.28,2023-12-22 12:21:57,1
06162F0101,17705,46,1.26,2023-12-31 11:08:21.999000,1
06162F0101,31100,0,6.16,2023-09-29 11:58:02.999000,1
06162F0101,05658,2145,0.25,2023-12-31 13:06:09.999000,1
06162F0101,05661,2960,0.372401,2023-12-30 01:12:27.999000,1
06162F0101,32560,2,29.0,2023-06-23 09:02:58,1
06162F0101,36873,3,78.7,2023-10-30 15:34:22,1
06162F0101,47028,2130,1.97,2023-12-20 15:59:54,1
06162F0101,05731,251,4.8,2023-12-31 17:24:45,1
06162F0101,19723,2,2.5,2023-12-20 18:15:46,1
06162F0101,20036,136,0.6,2023-12-31 08:06:14.999000,1
06162F0101,32537,1,73.39,2023-11-30 11:42:21.999000,1
06162F0101,10749,1,44.0,2022-12-31 18:08:58,1
06162F0101,02922,36,1.33,2023-12-29 20:51:28,1
06162F0101,05889,0,0.28092,2023-09-10 01:18:30.999000,1
06162F0101,05873,410,2.985,2023-12-31 13:42:51,1
06162F0101,05872,359,1.487,2023-12-31 08:24:56.999000,1
06162F0101,05598,0,2.56,2023-08-15 18:38:41.999000,1
06162F0101,12756,3,18.0,2023-12-31 11:05:38.999000,1
06162F0101,11849,2,1.79,2023-09-27 09:03:41,1
06162F0101,17074,2,1.6,2023-12-14 02:12:09.999000,1
06162F0101,17075,5,1.576,2023-09-17 12:00:05,1
06162F0101,17071,8,2.52,2023-11-13 19:51:33.999000,1
06162F0101,17029,11,2.04,2023-08-23 16:32:36.999000,1
06162F0101,17083,2,0.72,2023-09-30 23:28:50,1
06162F0101,08172,0,84.96,2023-05-31 13:23:39,1
06162F0101,05964,59,3.25,2023-12-31 09:42:24,1
06162F0101,05986,21,0.88,2023-12-31 23:05:21.999000,1
06162F0101,06002,300,0.14,2023-12-31 09:42:24,1
06162F0101,03515,0,0.12,2023-06-17 20:10:37,1
06162F0101,03552,400,0.055,2023-12-08 22:02:41.999000,1
06162F0101,18886,16,2.504,2023-08-26 11:51:25,1
06162F0101,12030,42,2.3,2023-12-12 08:55:18.999000,1
06162F0101,12427,285,2.2,2023-11-17 21:13:10,1
06162F0101,18698,25,2.2,2023-08-23 16:32:36.999000,1
06162F0101,06111,1,15.5,2023-12-29 00:56:00,1
06162F0101,23141,2,31.0,2023-12-31 11:05:38.999000,1
06162F0101,12520,0,0.69,2023-12-31 11:05:38.999000,1
06162F0101,20455,2,29.5,2023-12-31 11:08:21.999000,1
06162F0101,06239,1271,0.0871,2023-12-27 16:27:07,1
06162F0101,06291,8,4.96,2023-07-24 17:20:43.999000,1
